ダウンロードした時刻：2021/02/03 17:52:42

,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢,金沢
2016/12/8,7.5,8,1,11.5,8,1,4.8,8,1,11.5,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,薄曇一時晴、雷を伴う,8,1
2016/12/9,10.1,8,1,12.0,8,1,6.2,8,1,15.0,0,8,1,0,1,8,1,0,1,8,1,雨後時々曇、雷・あられを伴う,8,1,曇時々雨、雷を伴う,8,1
2016/12/10,4.8,8,1,8.3,8,1,3.1,8,1,5.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇一時あられ、みぞれを伴う,8,1,みぞれ時々雨一時曇,8,1
2016/12/11,2.9,8,1,4.0,8,1,1.9,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,みぞれ時々雨,8,1,曇一時みぞれ後晴,8,1
2016/12/12,4.4,8,1,8.6,8,1,0.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,薄曇後雨,8,1
2016/12/13,10.4,8,1,13.2,8,1,5.6,8,1,17.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨,8,1
2016/12/14,6.2,8,1,9.6,8,1,4.2,8,1,15.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇,8,1,曇時々晴一時みぞれ、あられを伴う,8,1
2016/12/15,4.0,8,1,6.8,8,1,2.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々みぞれ後一時晴,8,1,曇後雪,8,1
2016/12/16,2.2,8,1,4.4,8,1,0.4,8,1,18.5,0,8,1,6,0,8,1,7,0,8,1,雪時々曇一時あられ,8,1,曇時々あられ一時晴後雨,8,1
2016/12/17,5.5,8,1,7.2,8,1,3.1,8,1,10.0,0,8,1,2,0,8,1,0,1,8,1,雨時々曇、あられを伴う,8,1,曇一時晴,8,1
2016/12/18,9.6,8,1,14.2,8,1,4.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴,8,1,曇一時晴,8,1
2016/12/19,11.2,8,1,16.7,8,1,6.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,曇時々晴一時雨,8,1
2016/12/20,11.1,8,1,14.9,8,1,7.8,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,晴,8,1
2016/12/21,10.6,8,1,16.2,8,1,6.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴後時々曇,8,1
2016/12/22,15.2,8,1,23.6,8,1,6.4,8,1,27.0,0,8,1,0,1,8,1,0,1,8,1,曇後時々雨,8,1,大雨,8,1
2016/12/23,9.0,8,1,12.8,8,1,4.1,8,1,17.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨後一時曇,8,1
2016/12/24,5.4,8,1,7.7,8,1,4.1,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇後晴,8,1,曇後時々雨,8,1
2016/12/25,6.1,8,1,9.6,8,1,2.8,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴,8,1,晴後薄曇,8,1
2016/12/26,7.3,8,1,12.5,8,1,2.0,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨,8,1
2016/12/27,6.7,8,1,10.0,8,1,2.4,8,1,54.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,みぞれ時々曇一時雪、あられを伴う,8,1
2016/12/28,2.8,8,1,6.2,8,1,0.9,8,1,7.5,0,8,1,1,0,8,1,1,0,8,1,雪後晴、あられを伴う,8,1,晴後一時曇,8,1
2016/12/29,4.5,8,1,9.2,8,1,1.0,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨、雷を伴う,8,1,雨時々曇一時雪、あられを伴う,8,1
2016/12/30,3.6,8,1,5.1,8,1,1.7,8,1,2.0,0,8,1,0,0,8,1,0,1,8,1,みぞれ時々あられ一時曇,8,1,曇後一時晴,8,1
2016/12/31,7.1,8,1,9.6,8,1,3.5,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,雨時々曇一時晴,8,1
2017/1/1,8.3,8,1,11.4,8,1,5.8,8,1,5.5,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,晴時々曇,8,1
2017/1/2,9.2,8,1,13.7,8,1,4.6,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,曇時々雨一時晴、雷を伴う,8,1
2017/1/3,7.3,8,1,9.9,8,1,5.5,8,1,11.0,0,8,1,0,1,8,1,0,1,8,1,雨後曇時々晴,8,1,曇一時晴後時々雨,8,1
2017/1/4,8.0,8,1,11.8,8,1,5.8,8,1,3.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴,8,1,曇一時晴,8,1
2017/1/5,4.4,8,1,6.6,8,1,2.3,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,みぞれ時々曇一時雨、あられを伴う,8,1,曇一時みぞれ後晴,8,1
2017/1/6,3.5,8,1,7.4,8,1,0.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴,8,1
2017/1/7,4.5,8,1,9.3,8,1,0.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴一時薄曇,8,1
2017/1/8,5.7,8,1,9.2,8,1,0.8,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨後時々曇,8,1
2017/1/9,7.0,8,1,11.1,8,1,5.0,8,1,19.0,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨一時曇,8,1
2017/1/10,6.7,8,1,10.6,8,1,3.7,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨、雷を伴う,8,1,曇時々雨、あられを伴う,8,1
2017/1/11,4.7,8,1,7.0,8,1,3.0,8,1,1.5,0,8,1,0,1,8,1,0,1,8,1,曇時々みぞれ一時雨、あられを伴う,8,1,みぞれ時々曇、雷・あられを伴う,8,1
2017/1/12,5.2,8,1,6.8,8,1,2.8,8,1,13.5,0,8,1,0,1,8,1,0,1,8,1,みぞれ時々雨、雷・あられを伴う,8,1,雨一時曇、雷・あられを伴う,8,1
2017/1/13,4.6,8,1,6.7,8,1,1.1,8,1,12.5,0,8,1,1,0,8,1,1,0,8,1,みぞれ時々曇一時雨、あられを伴う,8,1,雪時々曇一時みぞれ、あられを伴う,8,1
2017/1/14,0.7,8,1,3.9,8,1,-2.3,8,1,7.0,0,8,1,6,0,8,1,8,0,8,1,雪時々曇、雷・あられを伴う,8,1,雪時々曇、大風を伴う,8,1
2017/1/15,1.0,8,1,3.6,8,1,-1.5,8,1,7.0,0,8,1,8,0,8,1,5,0,8,1,雪時々曇、あられを伴う,8,1,雪時々曇一時晴、あられを伴う,8,1
2017/1/16,2.3,8,1,5.2,8,1,0.1,8,1,16.0,0,8,1,9,0,8,1,2,0,8,1,雪時々曇、雷・あられを伴う,8,1,雪時々曇一時みぞれ、あられを伴う,8,1
2017/1/17,3.1,8,1,5.7,8,1,1.0,8,1,13.5,0,8,1,7,0,8,1,1,0,8,1,みぞれ時々曇一時雪、あられを伴う,8,1,曇後一時晴,8,1
2017/1/18,5.3,8,1,9.5,8,1,1.2,8,1,3.5,0,8,1,5,0,8,1,0,1,8,1,晴後曇,8,1,雨時々曇,8,1
2017/1/19,4.4,8,1,6.5,8,1,0.3,8,1,0.0,0,8,1,0,0,8,1,0,1,8,1,曇時々雨一時晴,8,1,晴後一時曇,8,1
2017/1/20,2.5,8,1,9.1,8,1,-1.3,8,1,24.0,0,8,1,0,0,8,1,0,1,8,1,曇後みぞれ、雷・あられを伴う,8,1,雨一時みぞれ、大風・雷を伴う,8,1
2017/1/21,3.4,8,1,6.0,8,1,1.2,8,1,8.5,0,8,1,1,0,8,1,1,0,8,1,みぞれ時々曇一時晴、あられを伴う,8,1,曇後晴一時みぞれ,8,1
2017/1/22,2.6,8,1,5.5,8,1,0.1,8,1,39.0,0,8,1,2,0,8,1,5,0,8,1,みぞれ時々雪、雷・あられを伴う,8,1,雪時々みぞれ一時曇,8,1
2017/1/23,0.8,8,1,2.1,8,1,-1.1,8,1,2.0,0,8,1,4,0,8,1,4,0,8,1,曇時々雪,8,1,雪時々曇、あられを伴う,8,1
2017/1/24,0.3,8,1,2.2,8,1,-1.3,8,1,10.0,0,8,1,14,0,8,1,12,0,8,1,雪時々曇、あられを伴う,8,1,雪時々曇、あられを伴う,8,1
2017/1/25,0.9,8,1,3.4,8,1,-0.7,8,1,5.0,0,8,1,15,0,8,1,2,0,8,1,雪後一時晴,8,1,晴時々曇,8,1
2017/1/26,3.6,8,1,8.3,8,1,-0.7,8,1,0.0,0,8,1,9,0,8,1,0,1,8,1,晴一時曇,8,1,晴後薄曇,8,1
2017/1/27,7.4,8,1,11.5,8,1,0.1,8,1,3.0,0,8,1,4,0,8,1,0,1,8,1,曇後一時雨,8,1,曇一時晴,8,1
2017/1/28,5.4,8,1,9.7,8,1,1.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時曇,8,1
2017/1/29,6.3,8,1,11.6,8,1,1.1,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨,8,1,雨時々曇,8,1
2017/1/30,7.6,8,1,12.0,8,1,3.1,8,1,17.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇,8,1,曇一時雨後雪、あられを伴う,8,1
2017/1/31,2.4,8,1,4.4,8,1,0.5,8,1,1.0,0,8,1,1,0,8,1,1,0,8,1,曇時々雪一時晴,8,1,晴一時曇,8,1
2017/2/1,3.8,8,1,9.9,8,1,0.4,8,1,4.0,0,8,1,0,1,8,1,0,1,8,1,曇一時晴後雨、雷を伴う,8,1,雪時々曇一時雨、雷を伴う,8,1
2017/2/2,3.0,8,1,6.7,8,1,-0.5,8,1,4.5,0,8,1,2,0,8,1,2,0,8,1,曇時々みぞれ一時雪、あられを伴う,8,1,曇時々雨一時みぞれ,8,1
2017/2/3,5.3,8,1,8.8,8,1,2.6,8,1,1.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時雨,8,1,曇一時晴,8,1
2017/2/4,6.9,8,1,12.1,8,1,3.1,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴時々曇,8,1
2017/2/5,6.8,8,1,10.7,8,1,3.6,8,1,15.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,大雨、雷を伴う,8,1
2017/2/6,5.5,8,1,8.3,8,1,1.7,8,1,21.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時みぞれ、あられを伴う,8,1,雪一時みぞれ,8,1
2017/2/7,2.0,8,1,3.5,8,1,0.7,8,1,2.0,0,8,1,0,0,8,1,0,1,8,1,雪時々曇,8,1,雪時々曇,8,1
2017/2/8,3.2,8,1,6.2,8,1,1.1,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雪,8,1,曇,8,1
2017/2/9,4.0,8,1,6.8,8,1,2.0,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,雨一時曇、みぞれを伴う,8,1,曇時々みぞれ一時雨,8,1
2017/2/10,1.7,8,1,4.7,8,1,-0.6,8,1,5.0,0,8,1,3,0,8,1,3,0,8,1,曇時々雪、あられを伴う,8,1,雪後一時曇,8,1
2017/2/11,2.7,8,1,5.4,8,1,-0.3,8,1,4.0,0,8,1,3,0,8,1,2,0,8,1,曇時々晴一時雪,8,1,雪時々曇、雷・あられを伴う,8,1
2017/2/12,1.7,8,1,3.0,8,1,0.6,8,1,4.0,0,8,1,3,0,8,1,2,0,8,1,雪後曇一時晴、あられを伴う,8,1,曇時々雪一時晴,8,1
2017/2/13,1.9,8,1,6.3,8,1,-0.2,8,1,4.0,0,8,1,4,0,8,1,5,0,8,1,みぞれ時々曇一時雪、あられを伴う,8,1,曇時々雪一時みぞれ、あられを伴う,8,1
2017/2/14,1.6,8,1,3.9,8,1,-0.1,8,1,2.5,0,8,1,2,0,8,1,2,0,8,1,雪時々雨一時曇、みぞれを伴う,8,1,雪時々曇,8,1
2017/2/15,4.2,8,1,7.6,8,1,1.6,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雪後一時晴、みぞれを伴う,8,1,晴時々曇,8,1
2017/2/16,9.0,8,1,15.4,8,1,1.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2017/2/17,9.6,8,1,13.8,8,1,3.2,8,1,16.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,曇時々晴一時雨,8,1
2017/2/18,3.7,8,1,9.3,8,1,-0.3,8,1,3.5,0,8,1,4,0,8,1,4,0,8,1,晴後曇一時雨,8,1,雪一時みぞれ,8,1
2017/2/19,4.0,8,1,8.3,8,1,-0.4,8,1,0.0,0,8,1,2,0,8,1,0,1,8,1,晴一時曇,8,1,曇後雨,8,1
2017/2/20,8.4,8,1,12.8,8,1,2.7,8,1,24.5,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨時々みぞれ一時雪、あられを伴う,8,1
2017/2/21,2.6,8,1,4.6,8,1,1.0,8,1,1.0,0,8,1,0,0,8,1,0,1,8,1,雪後曇,8,1,曇後晴,8,1
2017/2/22,4.1,8,1,7.6,8,1,-1.0,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,雨一時曇,8,1
2017/2/23,7.6,8,1,12.7,8,1,4.0,8,1,16.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,雨後曇一時雪,8,1
2017/2/24,3.6,8,1,6.7,8,1,0.8,8,1,0.0,0,8,1,1,0,8,1,1,0,8,1,曇時々晴,8,1,曇後雪一時みぞれ,8,1
2017/2/25,5.0,8,1,9.2,8,1,1.0,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時みぞれ,8,1,雨後一時晴、あられを伴う,8,1
2017/2/26,4.4,8,1,8.8,8,1,1.9,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇一時晴,8,1,曇一時雨、みぞれを伴う,8,1
2017/2/27,3.5,8,1,7.1,8,1,0.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴一時曇,8,1
2017/2/28,4.1,8,1,8.5,8,1,-0.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇後晴,8,1
2017/3/1,6.1,8,1,10.4,8,1,0.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,晴時々曇,8,1
2017/3/2,7.8,8,1,13.4,8,1,2.9,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,雨時々曇、あられを伴う,8,1
2017/3/3,6.3,8,1,8.5,8,1,2.8,8,1,4.5,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2017/3/4,7.7,8,1,13.9,8,1,1.4,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴一時曇,8,1
2017/3/5,8.8,8,1,13.6,8,1,3.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,晴後薄曇,8,1
2017/3/6,8.6,8,1,14.1,8,1,4.7,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時雨後雪、あられを伴う,8,1
2017/3/7,2.0,8,1,4.7,8,1,0.5,8,1,9.0,0,8,1,1,0,8,1,2,0,8,1,雪時々みぞれ、雷・あられを伴う,8,1,雪時々曇、雷・あられを伴う,8,1
2017/3/8,2.4,8,1,6.5,8,1,0.3,8,1,11.0,0,8,1,6,0,8,1,5,0,8,1,曇時々雪一時みぞれ,8,1,雪時々みぞれ一時雨、あられを伴う,8,1
2017/3/9,3.5,8,1,6.5,8,1,1.1,8,1,10.5,0,8,1,0,0,8,1,0,1,8,1,雨一時みぞれ、雷・あられを伴う,8,1,雨時々曇一時みぞれ、あられを伴う,8,1
2017/3/10,5.1,8,1,9.7,8,1,1.2,8,1,9.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨一時晴、みぞれを伴う,8,1,曇時々雨,8,1
2017/3/11,5.2,8,1,9.0,8,1,1.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴一時曇,8,1
2017/3/12,5.8,8,1,11.5,8,1,-0.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々薄曇,8,1,曇,8,1
2017/3/13,9.7,8,1,17.1,8,1,3.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後時々曇,8,1,雨後曇,8,1
2017/3/14,7.6,8,1,11.4,8,1,4.7,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇後時々晴一時雨、あられを伴う,8,1,雨一時曇、あられを伴う,8,1
2017/3/15,6.2,8,1,10.2,8,1,3.8,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇、あられを伴う,8,1,雨時々曇,8,1
2017/3/16,6.3,8,1,10.0,8,1,4.5,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴一時雨後曇,8,1
2017/3/17,7.5,8,1,11.5,8,1,4.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴一時曇,8,1
2017/3/18,8.8,8,1,12.6,8,1,4.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,晴,8,1
2017/3/19,10.8,8,1,14.5,8,1,7.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴一時雨、雷を伴う,8,1
2017/3/20,9.3,8,1,14.2,8,1,2.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時曇,8,1,曇後雨,8,1
2017/3/21,7.4,8,1,9.8,8,1,6.0,8,1,33.0,0,8,1,0,1,8,1,0,1,8,1,雨,8,1,雨後曇,8,1
2017/3/22,8.1,8,1,11.7,8,1,4.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時雨,8,1,曇一時雨,8,1
2017/3/23,7.8,8,1,11.6,8,1,4.4,8,1,2.0,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,曇時々雨,8,1
2017/3/24,5.7,8,1,8.7,8,1,3.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴時々曇一時みぞれ,8,1,晴時々曇,8,1
2017/3/25,6.2,8,1,10.7,8,1,1.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,晴一時曇,8,1
2017/3/26,7.5,8,1,12.6,8,1,2.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後雨,8,1
2017/3/27,7.8,8,1,11.5,8,1,5.8,8,1,2.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,晴,8,1
2017/3/28,7.6,8,1,12.4,8,1,3.0,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇一時雨,8,1,晴時々曇,8,1
2017/3/29,9.2,8,1,13.6,8,1,3.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後一時晴,8,1
2017/3/30,11.4,8,1,16.8,8,1,6.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,曇,8,1
2017/3/31,7.8,8,1,9.3,8,1,6.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇,8,1
2017/4/1,7.3,8,1,11.6,8,1,3.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,　曇時々雨後晴,8,1,快晴,8,1
2017/4/2,7.4,8,1,13.2,8,1,2.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2017/4/3,9.5,8,1,14.0,8,1,3.2,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々晴一時雨、雷・あられを伴う,8,1,曇一時晴,8,1
2017/4/4,10.7,8,1,14.4,8,1,7.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2017/4/5,14.2,8,1,22.4,8,1,6.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,晴一時曇,8,1
2017/4/6,16.4,8,1,21.0,8,1,9.2,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨一時曇,8,1
2017/4/7,16.0,8,1,20.4,8,1,12.7,8,1,13.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇後一時雨,8,1
2017/4/8,15.9,8,1,22.8,8,1,12.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇後雨、霧を伴う,8,1
2017/4/9,11.1,8,1,13.5,8,1,7.1,8,1,7.5,0,8,1,0,1,8,1,0,1,8,1,曇時々雨,8,1,晴一時曇,8,1
2017/4/10,10.6,8,1,16.9,8,1,5.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,晴後曇,8,1
2017/4/11,10.3,8,1,11.0,8,1,9.1,8,1,36.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,雨後曇,8,1
2017/4/12,10.1,8,1,13.0,8,1,5.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,晴後一時曇,8,1
2017/4/13,9.7,8,1,14.7,8,1,4.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後晴,8,1,晴後一時曇,8,1
2017/4/14,16.5,8,1,21.9,8,1,7.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴後曇,8,1
2017/4/15,17.7,8,1,19.9,8,1,11.6,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後晴,8,1,晴,8,1
2017/4/16,18.4,8,1,23.0,8,1,12.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇,8,1
2017/4/17,17.3,8,1,26.7,8,1,13.1,8,1,18.5,0,8,1,0,1,8,1,0,1,8,1,曇後雨,8,1,雨後一時曇,8,1
2017/4/18,14.0,8,1,21.8,8,1,11.1,8,1,10.0,0,8,1,0,1,8,1,0,1,8,1,曇時々雨後一時晴,8,1,晴後曇一時雨、雷を伴う,8,1
2017/4/19,13.2,8,1,18.6,8,1,9.7,8,1,3.0,0,8,1,0,1,8,1,0,1,8,1,曇一時雨後時々晴,8,1,晴一時曇,8,1
2017/4/20,12.3,8,1,15.8,8,1,6.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇一時晴,8,1,曇,8,1
2017/4/21,14.5,8,1,18.9,8,1,11.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇,8,1,曇一時晴,8,1
2017/4/22,11.9,8,1,15.3,8,1,8.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,快晴,8,1
2017/4/23,11.0,8,1,15.6,8,1,6.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2017/4/24,15.2,8,1,21.7,8,1,6.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後一時薄曇,8,1,晴一時薄曇,8,1
2017/4/25,18.7,8,1,24.5,8,1,11.9,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇時々晴,8,1,曇後雨,8,1
2017/4/26,14.1,8,1,19.2,8,1,10.7,8,1,46.5,0,8,1,0,1,8,1,0,1,8,1,大雨,8,1,雨後曇一時晴,8,1
2017/4/27,12.8,8,1,16.0,8,1,9.6,8,1,0.5,0,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,晴一時曇,8,1
2017/4/28,15.1,8,1,19.1,8,1,9.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時曇,8,1
2017/4/29,16.2,8,1,21.7,8,1,10.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,快晴,8,1
2017/4/30,19.7,8,1,27.5,8,1,9.7,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,快晴,8,1,曇後一時雨,8,1
2017/5/1,14.7,8,1,19.5,8,1,10.1,8,1,6.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇後晴、雷を伴う,8,1,晴後一時薄曇,8,1
2017/5/2,14.4,8,1,20.3,8,1,8.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇後晴,8,1,薄曇一時晴,8,1
2017/5/3,17.5,8,1,23.8,8,1,11.0,8,1,0,1,8,1,0,1,8,1,0,1,8,1,薄曇,8,1,晴,8,1
2017/5/4,18.0,8,1,24.1,8,1,12.5,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後一時薄曇,8,1
2017/5/5,19.7,8,1,25.0,8,1,14.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時曇,8,1,晴後一時雨,8,1
2017/5/6,16.3,8,1,19.6,8,1,13.7,8,1,8.0,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,曇後晴,8,1
2017/5/7,17.8,8,1,21.3,8,1,14.3,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴一時薄曇,8,1,快晴,8,1
2017/5/8,18.3,8,1,21.6,8,1,14.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,晴後薄曇,8,1
2017/5/9,17.2,8,1,21.8,8,1,12.5,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇,8,1,雨時々曇,8,1
2017/5/10,17.5,8,1,22.9,8,1,14.9,8,1,7.0,0,8,1,0,1,8,1,0,1,8,1,曇後一時雨,8,1,雨後時々曇,8,1
2017/5/11,18.5,8,1,21.0,8,1,15.9,8,1,10.5,0,8,1,0,1,8,1,0,1,8,1,曇一時雨,8,1,曇一時雨,8,1
2017/5/12,21.2,8,1,24.1,8,1,18.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後曇,8,1,曇後雨,8,1
2017/5/13,17.2,8,1,20.5,8,1,15.9,8,1,8.5,0,8,1,0,1,8,1,0,1,8,1,雨時々曇,8,1,晴時々曇,8,1
2017/5/14,19.0,8,1,23.1,8,1,14.3,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,曇後晴,8,1,曇,8,1
2017/5/15,18.4,8,1,21.1,8,1,16.4,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,薄曇一時晴,8,1,曇一時晴,8,1
2017/5/16,16.5,8,1,20.0,8,1,13.8,8,1,0.0,0,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,晴一時曇,8,1
2017/5/17,16.2,8,1,21.0,8,1,12.8,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴時々曇,8,1,晴一時曇,8,1
2017/5/18,16.5,8,1,21.2,8,1,11.9,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴一時曇,8,1
2017/5/19,19.6,8,1,25.0,8,1,12.7,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,快晴,8,1
2017/5/20,22.6,8,1,29.1,8,1,16.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,快晴,8,1,晴,8,1
2017/5/21,22.1,8,1,26.9,8,1,16.6,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴後薄曇,8,1,薄曇,8,1
2017/5/22,22.8,8,1,27.3,8,1,18.2,8,1,0,1,8,1,0,1,8,1,0,1,8,1,晴,8,1,薄曇後晴,8,1
